R2,R2_std,RMSE,RMSE_std,MAE,MAE_std,RRMSE,RRMSE_std
0.8839090181250991,0.011373116123197382,0.007307027168364745,0.0004480750112606136,0.00475908299483324,0.00015966654833533196,0.23414568821774812,0.0052869117627255815
