R2,R2_std,RMSE,RMSE_std,MAE,MAE_std,RRMSE,RRMSE_std,wMAPE,wMAPE_std
0.818695647178582,0.08943519801276108,0.0062931609570028735,0.002582522871645484,0.0006675777664875547,0.00014580351785676158,2.0501929281201283,0.8101325774849149,21.892277322268633,4.079789859605251
