R2,R2_std,RMSE,RMSE_std,MAE,MAE_std,RRMSE,RRMSE_std,wMAPE,wMAPE_std
0.8608287560340425,0.0015943089771214324,0.09859941863191145,0.000590757422081314,0.05484055829266956,0.00040851999453458217,0.45658318691087485,0.0023012936940758812,25.31883373309525,0.029009063144855223
