R2,R2_std,RMSE,RMSE_std,MAE,MAE_std,RRMSE,RRMSE_std,wMAPE,wMAPE_std
0.9478992307008742,0.009471804570807119,0.023590592708854677,0.0018290791711453149,0.006241965230843082,0.000274725532537572,0.5896974600404892,0.05406769621231885,15.58571890998125,0.679784878907856
