R2,R2_std,RMSE,RMSE_std,MAE,MAE_std,RRMSE,RRMSE_std
0.9054531416218964,0.00383570710774444,5.54657731437919,0.9341161846884127,2.8276182995744894,0.19994133490559446,0.03002947916521236,0.0018294125509343297
