R2,R2_std,RMSE,RMSE_std,MAE,MAE_std,RRMSE,RRMSE_std,wMAPE,wMAPE_std
0.9507439916366408,0.009897847664133813,0.013231988927909314,0.0011490883552846437,0.002401999263566816,0.00010872708142139521,0.9306140348720184,0.08520632496923244,16.899919813193804,1.0503351144591273
