R2,R2_std,RMSE,RMSE_std,MAE,MAE_std,RRMSE,RRMSE_std,wMAPE,wMAPE_std
0.967396648698819,0.001826025542901337,0.005453442642262778,0.00022639286618841481,0.0027282389340557156,5.844586418854911e-05,0.138859311156116,0.004728063728642407,6.947807017095973,0.09477112669940177
