R2,R2_std,RMSE,RMSE_std,MAE,MAE_std,RRMSE,RRMSE_std
0.7832020529977928,0.12017927422506003,57071.219899873926,18161.540600702003,2944.6276181691583,404.3370838360093,8.379293308058324,3.070061020021187
