R2,R2_std,RMSE,RMSE_std,MAE,MAE_std,RRMSE,RRMSE_std
0.9791009250266602,0.006789524049386123,46.75139727194771,10.774140150277088,1.9986739553736474,0.190188464987366,3.8148268344935348,0.6546186598891287
