Unnamed: 0,0,city,year,vehicle,direction,variable
part_of_day,0.0053620644191079,erode,2021,truck,F,COUNT
FUNC_CLASS,0.0630843251274299,erode,2021,truck,F,COUNT
SPEED_CAT,0.0054302082594219,erode,2021,truck,F,COUNT
LANE_CAT,0.0048468192322263,erode,2021,truck,F,COUNT
mean_variable_annual,0.693090783439058,erode,2021,truck,F,MEAN
month,0.0055652500671333,erode,2021,truck,F,MEAN
day,0.0084164237988829,erode,2021,truck,F,MEAN
hour,0.1725468737851912,erode,2021,truck,F,MEAN
day_of_week,0.0252422661016862,erode,2021,truck,F,MEAN
week_of_year,0.0592685515488814,erode,2021,truck,F,MEAN
quarter,0.0014020610901754,erode,2021,truck,F,MEAN
part_of_day,0.0092768886418508,erode,2021,truck,F,MEAN
FUNC_CLASS,0.0136728383381598,erode,2021,truck,F,MEAN
SPEED_CAT,0.0060397879224995,erode,2021,truck,F,MEAN
LANE_CAT,0.0054782752664813,erode,2021,truck,F,MEAN
mean_variable_annual,0.4584661395621106,faridabad,2021,car,F,COUNT
month,0.0858892196621983,faridabad,2021,car,F,COUNT
day,0.0212971624148216,faridabad,2021,car,F,COUNT
hour,0.1179222031331473,faridabad,2021,car,F,COUNT
day_of_week,0.0471132075877774,faridabad,2021,car,F,COUNT
week_of_year,0.2005766238121239,faridabad,2021,car,F,COUNT
quarter,0.0162966789880003,faridabad,2021,car,F,COUNT
part_of_day,0.0004472868693361,faridabad,2021,car,F,COUNT
FUNC_CLASS,0.0270706094598834,faridabad,2021,car,F,COUNT
SPEED_CAT,0.0146472758568225,faridabad,2021,car,F,COUNT
LANE_CAT,0.010273592653778,faridabad,2021,car,F,COUNT
mean_variable_annual,0.6833272160882843,faridabad,2021,car,F,MEAN
month,0.0180287367980401,faridabad,2021,car,F,MEAN
day,0.0066203879275246,faridabad,2021,car,F,MEAN
hour,0.1965615593716288,faridabad,2021,car,F,MEAN
day_of_week,0.0163112381601745,faridabad,2021,car,F,MEAN
week_of_year,0.0471086435830125,faridabad,2021,car,F,MEAN
quarter,0.004641780155498,faridabad,2021,car,F,MEAN
part_of_day,0.0117739012487654,faridabad,2021,car,F,MEAN
FUNC_CLASS,0.0079684948705396,faridabad,2021,car,F,MEAN
SPEED_CAT,0.006608619389124,faridabad,2021,car,F,MEAN
LANE_CAT,0.0010494224074076,faridabad,2021,car,F,MEAN
mean_variable_annual,0.566088848533158,faridabad,2021,truck,F,COUNT
month,0.0246209300066445,faridabad,2021,truck,F,COUNT
day,0.0129655799448614,faridabad,2021,truck,F,COUNT
hour,0.1010754672437739,faridabad,2021,truck,F,COUNT
day_of_week,0.0444481401631036,faridabad,2021,truck,F,COUNT
week_of_year,0.1750903897239832,faridabad,2021,truck,F,COUNT
quarter,0.0030425664277568,faridabad,2021,truck,F,COUNT
part_of_day,0.0024382412133907,faridabad,2021,truck,F,COUNT
FUNC_CLASS,0.0556116342131431,faridabad,2021,truck,F,COUNT
SPEED_CAT,0.0031357179953836,faridabad,2021,truck,F,COUNT
LANE_CAT,0.0114824845348008,faridabad,2021,truck,F,COUNT
mean_variable_annual,0.6502169229536883,faridabad,2021,truck,F,MEAN
month,0.0169710692562743,faridabad,2021,truck,F,MEAN
day,0.0103247321964351,faridabad,2021,truck,F,MEAN
hour,0.1969993326176023,faridabad,2021,truck,F,MEAN
day_of_week,0.012602923365386,faridabad,2021,truck,F,MEAN
week_of_year,0.0727506509525326,faridabad,2021,truck,F,MEAN
quarter,0.0018731836467515,faridabad,2021,truck,F,MEAN
part_of_day,0.0101489063114114,faridabad,2021,truck,F,MEAN
FUNC_CLASS,0.0147439370793561,faridabad,2021,truck,F,MEAN
SPEED_CAT,0.0104785525460839,faridabad,2021,truck,F,MEAN
LANE_CAT,0.0028897890744781,faridabad,2021,truck,F,MEAN
mean_variable_annual,0.2516893902039896,gangtok,2021,car,F,COUNT
month,0.0975819861588775,gangtok,2021,car,F,COUNT
day,0.065441888402712,gangtok,2021,car,F,COUNT
hour,0.2542389775624512,gangtok,2021,car,F,COUNT
day_of_week,0.0628233095469762,gangtok,2021,car,F,COUNT
week_of_year,0.2359658328906366,gangtok,2021,car,F,COUNT
quarter,0.0064690885638935,gangtok,2021,car,F,COUNT
part_of_day,0.0,gangtok,2021,car,F,COUNT
FUNC_CLASS,0.0228361876572845,gangtok,2021,car,F,COUNT
SPEED_CAT,0.0029533390131785,gangtok,2021,car,F,COUNT
LANE_CAT,0.0,gangtok,2021,car,F,COUNT
mean_variable_annual,0.4779737200601532,gangtok,2021,car,F,MEAN
month,0.0899983514228835,gangtok,2021,car,F,MEAN
day,0.0619290627489476,gangtok,2021,car,F,MEAN
hour,0.1548343356389311,gangtok,2021,car,F,MEAN
day_of_week,0.0549876824225341,gangtok,2021,car,F,MEAN
week_of_year,0.1522673532663081,gangtok,2021,car,F,MEAN
quarter,0.0010347508495117,gangtok,2021,car,F,MEAN
part_of_day,0.0037462916499965,gangtok,2021,car,F,MEAN
FUNC_CLASS,0.0019751788351768,gangtok,2021,car,F,MEAN
SPEED_CAT,0.000868618484624,gangtok,2021,car,F,MEAN
LANE_CAT,0.0003846546209329,gangtok,2021,car,F,MEAN
mean_variable_annual,0.3783976628414737,gangtok,2021,truck,F,COUNT
month,0.0517814004906355,gangtok,2021,truck,F,COUNT
day,0.0526480509718198,gangtok,2021,truck,F,COUNT
hour,0.1575716177789204,gangtok,2021,truck,F,COUNT
day_of_week,0.0688300343971082,gangtok,2021,truck,F,COUNT
week_of_year,0.2728596041441358,gangtok,2021,truck,F,COUNT
quarter,0.0,gangtok,2021,truck,F,COUNT
part_of_day,0.0,gangtok,2021,truck,F,COUNT
FUNC_CLASS,0.0168342503985422,gangtok,2021,truck,F,COUNT
SPEED_CAT,0.00098845402715,gangtok,2021,truck,F,COUNT
LANE_CAT,8.892495021406476e-05,gangtok,2021,truck,F,COUNT
mean_variable_annual,0.4582137430738976,gangtok,2021,truck,F,MEAN
month,0.1032872682128836,gangtok,2021,truck,F,MEAN
day,0.0366189739476429,gangtok,2021,truck,F,MEAN
hour,0.1754024945870057,gangtok,2021,truck,F,MEAN
day_of_week,0.0812430547462036,gangtok,2021,truck,F,MEAN
week_of_year,0.1267402944549301,gangtok,2021,truck,F,MEAN
quarter,0.0037080256693376,gangtok,2021,truck,F,MEAN
part_of_day,0.0081899053522147,gangtok,2021,truck,F,MEAN
FUNC_CLASS,0.003056845791771,gangtok,2021,truck,F,MEAN
SPEED_CAT,0.0014974695725688,gangtok,2021,truck,F,MEAN
LANE_CAT,0.0020419245915441,gangtok,2021,truck,F,MEAN
mean_variable_annual,0.4268337006085086,guwahati,2021,car,F,COUNT
month,0.0847114617058498,guwahati,2021,car,F,COUNT
day,0.0132578149247544,guwahati,2021,car,F,COUNT
hour,0.2311336906978919,guwahati,2021,car,F,COUNT
day_of_week,0.0285459705342462,guwahati,2021,car,F,COUNT
week_of_year,0.159850656353574,guwahati,2021,car,F,COUNT
quarter,0.0009823251225811,guwahati,2021,car,F,COUNT
part_of_day,0.0196400376296686,guwahati,2021,car,F,COUNT
FUNC_CLASS,0.0134039094983771,guwahati,2021,car,F,COUNT
SPEED_CAT,0.0205294177975895,guwahati,2021,car,F,COUNT
LANE_CAT,0.0011110151269581,guwahati,2021,car,F,COUNT
mean_variable_annual,0.5306649199948493,guwahati,2021,car,F,MEAN
month,0.0251989297927379,guwahati,2021,car,F,MEAN
day,0.011541926945962,guwahati,2021,car,F,MEAN
hour,0.2919652063391169,guwahati,2021,car,F,MEAN
day_of_week,0.0267926310237374,guwahati,2021,car,F,MEAN
week_of_year,0.0629967331142961,guwahati,2021,car,F,MEAN
quarter,0.0023323147945461,guwahati,2021,car,F,MEAN
part_of_day,0.0170341319255805,guwahati,2021,car,F,MEAN
FUNC_CLASS,0.0167516545064195,guwahati,2021,car,F,MEAN
SPEED_CAT,0.0088013106153774,guwahati,2021,car,F,MEAN
LANE_CAT,0.0059202409473764,guwahati,2021,car,F,MEAN
mean_variable_annual,0.4875757977732931,guwahati,2021,truck,F,COUNT
month,0.0790760505790653,guwahati,2021,truck,F,COUNT
day,0.0120585227393128,guwahati,2021,truck,F,COUNT
hour,0.2344504412309448,guwahati,2021,truck,F,COUNT
day_of_week,0.0403167263331198,guwahati,2021,truck,F,COUNT
week_of_year,0.0894397977176786,guwahati,2021,truck,F,COUNT
quarter,0.0102148602863542,guwahati,2021,truck,F,COUNT
part_of_day,0.0159124128922784,guwahati,2021,truck,F,COUNT
FUNC_CLASS,0.0135502348001457,guwahati,2021,truck,F,COUNT
SPEED_CAT,0.0081074013350027,guwahati,2021,truck,F,COUNT
LANE_CAT,0.0092977543128043,guwahati,2021,truck,F,COUNT
mean_variable_annual,0.6020241740986155,guwahati,2021,truck,F,MEAN
month,0.0258433875502646,guwahati,2021,truck,F,MEAN
day,0.0079263618236602,guwahati,2021,truck,F,MEAN
hour,0.2467780512090974,guwahati,2021,truck,F,MEAN
day_of_week,0.0205692868321011,guwahati,2021,truck,F,MEAN
week_of_year,0.0443385304693926,guwahati,2021,truck,F,MEAN
quarter,0.0028461025469014,guwahati,2021,truck,F,MEAN
part_of_day,0.025476525582305,guwahati,2021,truck,F,MEAN
FUNC_CLASS,0.0138615398540162,guwahati,2021,truck,F,MEAN
SPEED_CAT,0.0040121495276262,guwahati,2021,truck,F,MEAN
LANE_CAT,0.0063238905060193,guwahati,2021,truck,F,MEAN
mean_variable_annual,0.4505684808184131,hubli dharwad,2021,car,F,COUNT
month,0.0737476848301128,hubli dharwad,2021,car,F,COUNT
day,0.0261452215398596,hubli dharwad,2021,car,F,COUNT
hour,0.1432088026708282,hubli dharwad,2021,car,F,COUNT
day_of_week,0.0299535592972848,hubli dharwad,2021,car,F,COUNT
week_of_year,0.2139420714699376,hubli dharwad,2021,car,F,COUNT
quarter,0.006315478603367,hubli dharwad,2021,car,F,COUNT
part_of_day,0.006283780802946,hubli dharwad,2021,car,F,COUNT
FUNC_CLASS,0.0158568997360728,hubli dharwad,2021,car,F,COUNT
SPEED_CAT,0.0109941274960561,hubli dharwad,2021,car,F,COUNT
LANE_CAT,0.0229838927351214,hubli dharwad,2021,car,F,COUNT
mean_variable_annual,0.6871205629840544,hubli dharwad,2021,car,F,MEAN
month,0.020588645575055,hubli dharwad,2021,car,F,MEAN
day,0.0125014256344911,hubli dharwad,2021,car,F,MEAN
hour,0.1937663966498858,hubli dharwad,2021,car,F,MEAN
day_of_week,0.0112751077902931,hubli dharwad,2021,car,F,MEAN
week_of_year,0.033533353386334,hubli dharwad,2021,car,F,MEAN
quarter,0.0094576391392869,hubli dharwad,2021,car,F,MEAN
part_of_day,0.0049156169963353,hubli dharwad,2021,car,F,MEAN
FUNC_CLASS,0.0128216038989523,hubli dharwad,2021,car,F,MEAN
SPEED_CAT,0.0062454041397676,hubli dharwad,2021,car,F,MEAN
LANE_CAT,0.0077742438055439,hubli dharwad,2021,car,F,MEAN
mean_variable_annual,0.5872681674249673,hubli dharwad,2021,truck,F,COUNT
month,0.0158391197616033,hubli dharwad,2021,truck,F,COUNT
day,0.0143738904299214,hubli dharwad,2021,truck,F,COUNT
hour,0.2101196442922521,hubli dharwad,2021,truck,F,COUNT
day_of_week,0.0602019469875965,hubli dharwad,2021,truck,F,COUNT
week_of_year,0.0590816896403608,hubli dharwad,2021,truck,F,COUNT
quarter,0.0,hubli dharwad,2021,truck,F,COUNT
part_of_day,0.0014028978221397,hubli dharwad,2021,truck,F,COUNT
FUNC_CLASS,0.0258243046012456,hubli dharwad,2021,truck,F,COUNT
SPEED_CAT,0.012988679855982,hubli dharwad,2021,truck,F,COUNT
LANE_CAT,0.0128996591839307,hubli dharwad,2021,truck,F,COUNT
mean_variable_annual,0.7273372326472843,hubli dharwad,2021,truck,F,MEAN
month,0.0082910096776728,hubli dharwad,2021,truck,F,MEAN
day,0.0045466580533906,hubli dharwad,2021,truck,F,MEAN
hour,0.1522367229541617,hubli dharwad,2021,truck,F,MEAN
day_of_week,0.0081894141574268,hubli dharwad,2021,truck,F,MEAN
week_of_year,0.0630388765393892,hubli dharwad,2021,truck,F,MEAN
quarter,0.0016135401872016,hubli dharwad,2021,truck,F,MEAN
part_of_day,0.0028479335219008,hubli dharwad,2021,truck,F,MEAN
FUNC_CLASS,0.0140394214723462,hubli dharwad,2021,truck,F,MEAN
SPEED_CAT,0.0059375135024886,hubli dharwad,2021,truck,F,MEAN
LANE_CAT,0.0119216772867368,hubli dharwad,2021,truck,F,MEAN
mean_variable_annual,0.4006957175802371,hyderabad,2021,car,F,COUNT
month,0.1683852075527283,hyderabad,2021,car,F,COUNT
day,0.0236485263457117,hyderabad,2021,car,F,COUNT
hour,0.1104227743577185,hyderabad,2021,car,F,COUNT
day_of_week,0.0447520814790809,hyderabad,2021,car,F,COUNT
week_of_year,0.1777197626199899,hyderabad,2021,car,F,COUNT
quarter,0.010702653884592,hyderabad,2021,car,F,COUNT
part_of_day,0.0097880016571342,hyderabad,2021,car,F,COUNT
FUNC_CLASS,0.0214672408427499,hyderabad,2021,car,F,COUNT
SPEED_CAT,0.004448478054316,hyderabad,2021,car,F,COUNT
LANE_CAT,0.0279695556257411,hyderabad,2021,car,F,COUNT
mean_variable_annual,0.5727422483206314,hyderabad,2021,car,F,MEAN
month,0.0115138856410054,hyderabad,2021,car,F,MEAN
day,0.0076774034822546,hyderabad,2021,car,F,MEAN
hour,0.3109217799962471,hyderabad,2021,car,F,MEAN
day_of_week,0.0194688068045863,hyderabad,2021,car,F,MEAN
week_of_year,0.051983700807855,hyderabad,2021,car,F,MEAN
quarter,0.0019229635656329,hyderabad,2021,car,F,MEAN
part_of_day,0.0087647431700011,hyderabad,2021,car,F,MEAN
FUNC_CLASS,0.0098928875747574,hyderabad,2021,car,F,MEAN
SPEED_CAT,0.00188752897378,hyderabad,2021,car,F,MEAN
LANE_CAT,0.0032240516632485,hyderabad,2021,car,F,MEAN
mean_variable_annual,0.4371877400403696,hyderabad,2021,truck,F,COUNT
month,0.0515491260822539,hyderabad,2021,truck,F,COUNT
day,0.0095065426154516,hyderabad,2021,truck,F,COUNT
hour,0.2179961644414701,hyderabad,2021,truck,F,COUNT
day_of_week,0.0477180861813362,hyderabad,2021,truck,F,COUNT
week_of_year,0.1831417401565722,hyderabad,2021,truck,F,COUNT
quarter,0.0124437076329381,hyderabad,2021,truck,F,COUNT
part_of_day,0.0057774418575921,hyderabad,2021,truck,F,COUNT
FUNC_CLASS,0.0141383725836033,hyderabad,2021,truck,F,COUNT
SPEED_CAT,0.0026748938935692,hyderabad,2021,truck,F,COUNT
LANE_CAT,0.0178661845148433,hyderabad,2021,truck,F,COUNT
mean_variable_annual,0.567235395816519,hyderabad,2021,truck,F,MEAN
month,0.0274282804872321,hyderabad,2021,truck,F,MEAN
day,0.00664415828382,hyderabad,2021,truck,F,MEAN
hour,0.2680861303942197,hyderabad,2021,truck,F,MEAN
day_of_week,0.0255792510472141,hyderabad,2021,truck,F,MEAN
week_of_year,0.0618926590039798,hyderabad,2021,truck,F,MEAN
quarter,0.0052259807887555,hyderabad,2021,truck,F,MEAN
part_of_day,0.0223125990629041,hyderabad,2021,truck,F,MEAN
FUNC_CLASS,0.0078316289064343,hyderabad,2021,truck,F,MEAN
SPEED_CAT,0.0018864700335826,hyderabad,2021,truck,F,MEAN
LANE_CAT,0.0058774461753384,hyderabad,2021,truck,F,MEAN
mean_variable_annual,0.3584538042819929,imphal,2021,car,F,COUNT
month,0.0431742570622334,imphal,2021,car,F,COUNT
day,0.0553303845032567,imphal,2021,car,F,COUNT
hour,0.2461304611204909,imphal,2021,car,F,COUNT
day_of_week,0.0474317362721792,imphal,2021,car,F,COUNT
week_of_year,0.1521549543534116,imphal,2021,car,F,COUNT
quarter,0.0,imphal,2021,car,F,COUNT
part_of_day,0.0,imphal,2021,car,F,COUNT
FUNC_CLASS,0.0265306859697266,imphal,2021,car,F,COUNT
SPEED_CAT,0.0272458929859362,imphal,2021,car,F,COUNT
LANE_CAT,0.0435478234507721,imphal,2021,car,F,COUNT
mean_variable_annual,0.555067785624385,imphal,2021,car,F,MEAN
month,0.027563534033334,imphal,2021,car,F,MEAN
day,0.0254849448640335,imphal,2021,car,F,MEAN
hour,0.259507756053897,imphal,2021,car,F,MEAN
day_of_week,0.04085327853194,imphal,2021,car,F,MEAN
week_of_year,0.0470282897267563,imphal,2021,car,F,MEAN
quarter,0.0003324618515374,imphal,2021,car,F,MEAN
part_of_day,0.011918821645479,imphal,2021,car,F,MEAN
FUNC_CLASS,0.0116147110742618,imphal,2021,car,F,MEAN
SPEED_CAT,0.0027112988513203,imphal,2021,car,F,MEAN
LANE_CAT,0.0179171177430552,imphal,2021,car,F,MEAN
mean_variable_annual,0.3072457957908792,imphal,2021,truck,F,COUNT
month,0.0552836643986477,imphal,2021,truck,F,COUNT
day,0.02074870178937,imphal,2021,truck,F,COUNT
hour,0.281041426200218,imphal,2021,truck,F,COUNT
day_of_week,0.0256848461227806,imphal,2021,truck,F,COUNT
week_of_year,0.2215041606456384,imphal,2021,truck,F,COUNT
quarter,0.0,imphal,2021,truck,F,COUNT
part_of_day,0.007166065208218,imphal,2021,truck,F,COUNT
FUNC_CLASS,0.0371489866109625,imphal,2021,truck,F,COUNT
SPEED_CAT,0.0100174314398715,imphal,2021,truck,F,COUNT
LANE_CAT,0.0341589217934136,imphal,2021,truck,F,COUNT
mean_variable_annual,0.4947793775506408,imphal,2021,truck,F,MEAN
month,0.0401569741674276,imphal,2021,truck,F,MEAN
day,0.0153734943184153,imphal,2021,truck,F,MEAN
hour,0.2576934602520758,imphal,2021,truck,F,MEAN
day_of_week,0.0269639132296363,imphal,2021,truck,F,MEAN
week_of_year,0.110722988110275,imphal,2021,truck,F,MEAN
quarter,0.0006366240454444,imphal,2021,truck,F,MEAN
part_of_day,0.0165184596787224,imphal,2021,truck,F,MEAN
FUNC_CLASS,0.0135269130252642,imphal,2021,truck,F,MEAN
SPEED_CAT,0.0018602323472735,imphal,2021,truck,F,MEAN
LANE_CAT,0.0217675632748244,imphal,2021,truck,F,MEAN
mean_variable_annual,0.4157745215391625,indore,2021,car,F,COUNT
month,0.1057102838584173,indore,2021,car,F,COUNT
day,0.0191345345429681,indore,2021,car,F,COUNT
hour,0.2008169798055962,indore,2021,car,F,COUNT
day_of_week,0.029913908894464,indore,2021,car,F,COUNT
week_of_year,0.1435733773754078,indore,2021,car,F,COUNT
quarter,0.0244456156272166,indore,2021,car,F,COUNT
part_of_day,0.0217036001875254,indore,2021,car,F,COUNT
FUNC_CLASS,0.0276450867104642,indore,2021,car,F,COUNT
SPEED_CAT,0.0043037351154916,indore,2021,car,F,COUNT
LANE_CAT,0.0069783563432861,indore,2021,car,F,COUNT
mean_variable_annual,0.5913089836473175,indore,2021,car,F,MEAN
month,0.0342000248823982,indore,2021,car,F,MEAN
day,0.0031014783128398,indore,2021,car,F,MEAN
hour,0.2222663302518756,indore,2021,car,F,MEAN
day_of_week,0.0225997369315091,indore,2021,car,F,MEAN
week_of_year,0.0750198611328432,indore,2021,car,F,MEAN
quarter,0.0001862813088708,indore,2021,car,F,MEAN
part_of_day,0.0219092442252136,indore,2021,car,F,MEAN
FUNC_CLASS,0.0155150059557684,indore,2021,car,F,MEAN
SPEED_CAT,0.0113295693613692,indore,2021,car,F,MEAN
LANE_CAT,0.002563483989994,indore,2021,car,F,MEAN
mean_variable_annual,0.4896209270508103,indore,2021,truck,F,COUNT
month,0.0332175246779938,indore,2021,truck,F,COUNT
day,0.0077022379086494,indore,2021,truck,F,COUNT
hour,0.2121319503452385,indore,2021,truck,F,COUNT
day_of_week,0.0404728805918537,indore,2021,truck,F,COUNT
week_of_year,0.138090668234397,indore,2021,truck,F,COUNT
quarter,0.0091716446844173,indore,2021,truck,F,COUNT
part_of_day,0.0179693371097911,indore,2021,truck,F,COUNT
FUNC_CLASS,0.0353722754016429,indore,2021,truck,F,COUNT
SPEED_CAT,0.00995977722296,indore,2021,truck,F,COUNT
LANE_CAT,0.0062907767722454,indore,2021,truck,F,COUNT
mean_variable_annual,0.6100585288568594,indore,2021,truck,F,MEAN
month,0.0242019128164007,indore,2021,truck,F,MEAN
day,0.0058074365128895,indore,2021,truck,F,MEAN
hour,0.2144489789981413,indore,2021,truck,F,MEAN
day_of_week,0.0207391600470463,indore,2021,truck,F,MEAN
week_of_year,0.0923018216544636,indore,2021,truck,F,MEAN
quarter,0.0001765235192046,indore,2021,truck,F,MEAN
part_of_day,0.0096740626867277,indore,2021,truck,F,MEAN
FUNC_CLASS,0.0151284411666323,indore,2021,truck,F,MEAN
SPEED_CAT,0.0030458069871837,indore,2021,truck,F,MEAN
LANE_CAT,0.0044173267544507,indore,2021,truck,F,MEAN
mean_variable_annual,0.3990426122865482,jaipur,2021,car,F,COUNT
month,0.0962472780449664,jaipur,2021,car,F,COUNT
day,0.0168149091547563,jaipur,2021,car,F,COUNT
hour,0.1797841230948461,jaipur,2021,car,F,COUNT
day_of_week,0.0233291116662862,jaipur,2021,car,F,COUNT
week_of_year,0.2195444044237999,jaipur,2021,car,F,COUNT
quarter,0.0129125257076049,jaipur,2021,car,F,COUNT
part_of_day,0.0108373954044082,jaipur,2021,car,F,COUNT
FUNC_CLASS,0.0206528973847845,jaipur,2021,car,F,COUNT
SPEED_CAT,0.0086622544870409,jaipur,2021,car,F,COUNT
LANE_CAT,0.0121724883449581,jaipur,2021,car,F,COUNT
mean_variable_annual,0.6399276878903531,jaipur,2021,car,F,MEAN
month,0.0335027442137912,jaipur,2021,car,F,MEAN
day,0.0050422456109523,jaipur,2021,car,F,MEAN
hour,0.2309984238382298,jaipur,2021,car,F,MEAN
day_of_week,0.0120019218234118,jaipur,2021,car,F,MEAN
week_of_year,0.0427547333756079,jaipur,2021,car,F,MEAN
quarter,0.0004945302008744,jaipur,2021,car,F,MEAN
part_of_day,0.0143698156610526,jaipur,2021,car,F,MEAN
FUNC_CLASS,0.0090176595844915,jaipur,2021,car,F,MEAN
SPEED_CAT,0.0094848455840799,jaipur,2021,car,F,MEAN
LANE_CAT,0.002405392217155,jaipur,2021,car,F,MEAN
mean_variable_annual,0.4768212517061754,jaipur,2021,truck,F,COUNT
month,0.0851023126541132,jaipur,2021,truck,F,COUNT
day,0.0162147102152419,jaipur,2021,truck,F,COUNT
hour,0.1418532967115662,jaipur,2021,truck,F,COUNT
day_of_week,0.0362573562589866,jaipur,2021,truck,F,COUNT
week_of_year,0.1846101416292853,jaipur,2021,truck,F,COUNT
quarter,0.0086239138912034,jaipur,2021,truck,F,COUNT
part_of_day,0.0074300015328748,jaipur,2021,truck,F,COUNT
FUNC_CLASS,0.0289903258625281,jaipur,2021,truck,F,COUNT
SPEED_CAT,0.0064399322963551,jaipur,2021,truck,F,COUNT
LANE_CAT,0.0076567572416693,jaipur,2021,truck,F,COUNT
mean_variable_annual,0.6373607533123075,jaipur,2021,truck,F,MEAN
month,0.0279028188919794,jaipur,2021,truck,F,MEAN
day,0.0060534815000476,jaipur,2021,truck,F,MEAN
hour,0.2217626491674112,jaipur,2021,truck,F,MEAN
day_of_week,0.0063089236302307,jaipur,2021,truck,F,MEAN
week_of_year,0.0546286243470453,jaipur,2021,truck,F,MEAN
quarter,0.0060106928838272,jaipur,2021,truck,F,MEAN
part_of_day,0.0199578510815068,jaipur,2021,truck,F,MEAN
FUNC_CLASS,0.012389411931986,jaipur,2021,truck,F,MEAN
SPEED_CAT,0.0042793007466636,jaipur,2021,truck,F,MEAN
LANE_CAT,0.0033454925069943,jaipur,2021,truck,F,MEAN
mean_variable_annual,0.5021318062516481,kanpur,2021,car,F,COUNT
month,0.0859971208019098,kanpur,2021,car,F,COUNT
day,0.0257200811113541,kanpur,2021,car,F,COUNT
hour,0.0620396906479215,kanpur,2021,car,F,COUNT
day_of_week,0.0227817446865625,kanpur,2021,car,F,COUNT
week_of_year,0.2336284100105315,kanpur,2021,car,F,COUNT
quarter,0.0096783096096046,kanpur,2021,car,F,COUNT
part_of_day,0.0016003256341258,kanpur,2021,car,F,COUNT
FUNC_CLASS,0.0276301666734065,kanpur,2021,car,F,COUNT
SPEED_CAT,0.0126971073780625,kanpur,2021,car,F,COUNT
LANE_CAT,0.0160952371948726,kanpur,2021,car,F,COUNT
mean_variable_annual,0.6296428228768163,kanpur,2021,car,F,MEAN
month,0.0168404608948547,kanpur,2021,car,F,MEAN
day,0.0115448630857827,kanpur,2021,car,F,MEAN
hour,0.2151350174757312,kanpur,2021,car,F,MEAN
day_of_week,0.02542443385455,kanpur,2021,car,F,MEAN
week_of_year,0.0651223181759179,kanpur,2021,car,F,MEAN
quarter,0.0009602597561694,kanpur,2021,car,F,MEAN
part_of_day,0.0117628196786025,kanpur,2021,car,F,MEAN
FUNC_CLASS,0.0141178098878065,kanpur,2021,car,F,MEAN
SPEED_CAT,0.0056126628665965,kanpur,2021,car,F,MEAN
LANE_CAT,0.003836531447172,kanpur,2021,car,F,MEAN
mean_variable_annual,0.6212293056460172,kanpur,2021,truck,F,COUNT
month,0.0469984277047435,kanpur,2021,truck,F,COUNT
day,0.0097015315942944,kanpur,2021,truck,F,COUNT
hour,0.1017215465323404,kanpur,2021,truck,F,COUNT
day_of_week,0.0415516527421762,kanpur,2021,truck,F,COUNT
week_of_year,0.1234848799183827,kanpur,2021,truck,F,COUNT
quarter,0.0014295465503272,kanpur,2021,truck,F,COUNT
part_of_day,0.0002450993388678,kanpur,2021,truck,F,COUNT
FUNC_CLASS,0.0304170717775006,kanpur,2021,truck,F,COUNT
SPEED_CAT,0.0097434719144886,kanpur,2021,truck,F,COUNT
LANE_CAT,0.013477466280861,kanpur,2021,truck,F,COUNT
mean_variable_annual,0.6165495091178358,kanpur,2021,truck,F,MEAN
month,0.0347332590105863,kanpur,2021,truck,F,MEAN
day,0.013907369468044,kanpur,2021,truck,F,MEAN
hour,0.2033289631231283,kanpur,2021,truck,F,MEAN
day_of_week,0.0267803090823036,kanpur,2021,truck,F,MEAN
week_of_year,0.0689936189209009,kanpur,2021,truck,F,MEAN
quarter,0.0047757081709843,kanpur,2021,truck,F,MEAN
part_of_day,0.0054628217649926,kanpur,2021,truck,F,MEAN
FUNC_CLASS,0.0114582172563223,kanpur,2021,truck,F,MEAN
SPEED_CAT,0.0059057233188677,kanpur,2021,truck,F,MEAN
LANE_CAT,0.0081045007660338,kanpur,2021,truck,F,MEAN
mean_variable_annual,0.3466698819000342,kochi,2021,car,F,COUNT
month,0.1052963302417785,kochi,2021,car,F,COUNT
day,0.0129082753620987,kochi,2021,car,F,COUNT
hour,0.2247185427137154,kochi,2021,car,F,COUNT
day_of_week,0.0737713228481833,kochi,2021,car,F,COUNT
week_of_year,0.1482896573630046,kochi,2021,car,F,COUNT
quarter,0.0082468932287068,kochi,2021,car,F,COUNT
part_of_day,0.007452034332315,kochi,2021,car,F,COUNT
FUNC_CLASS,0.0356833019114289,kochi,2021,car,F,COUNT
SPEED_CAT,0.0193612621048791,kochi,2021,car,F,COUNT
LANE_CAT,0.0176024979938548,kochi,2021,car,F,COUNT
mean_variable_annual,0.5147459748061216,kochi,2021,car,F,MEAN
month,0.0200118250263441,kochi,2021,car,F,MEAN
day,0.0095831148175787,kochi,2021,car,F,MEAN
hour,0.2625244660229173,kochi,2021,car,F,MEAN
day_of_week,0.0547551373591909,kochi,2021,car,F,MEAN
week_of_year,0.0859171510851008,kochi,2021,car,F,MEAN
quarter,0.0016262737018439,kochi,2021,car,F,MEAN
part_of_day,0.0097540552165776,kochi,2021,car,F,MEAN
FUNC_CLASS,0.0168620228344517,kochi,2021,car,F,MEAN
SPEED_CAT,0.0140665423453703,kochi,2021,car,F,MEAN
LANE_CAT,0.0101534367845024,kochi,2021,car,F,MEAN
