R2,R2_std,RMSE,RMSE_std,MAE,MAE_std,RRMSE,RRMSE_std,wMAPE,wMAPE_std
0.935122455323742,0.004792374749316937,274.99194134897203,13.598314642155465,95.4179376607469,3.0999480185742274,0.37223744094330397,0.01698964974305833,12.917868767077328,0.3969288334120341
