R2,R2_std,RMSE,RMSE_std,MAE,MAE_std,RRMSE,RRMSE_std,wMAPE,wMAPE_std
0.9151578576120096,0.010023053542446411,1700.53195795403,110.93438067543451,419.3324267687,12.036245382995062,0.8463175922332032,0.05026509993215962,20.87598422696152,0.5230807905351198
