R2,R2_std,RMSE,RMSE_std,MAE,MAE_std,RRMSE,RRMSE_std,wMAPE,wMAPE_std
0.9310669155954576,0.029941382615478514,6.380769708785491,2.4332478002764044,1.687941134498796,0.34012698409912,2.4307589436399946,1.1894896076696895,25.99936453314736,3.947550060079573
