R2,R2_std,RMSE,RMSE_std,MAE,MAE_std,RRMSE,RRMSE_std,wMAPE,wMAPE_std
0.7993454187849043,0.002827721539312225,1.7635254284709667,0.011850131928138316,1.4174225606660353,0.00567082859350134,0.28953504461873697,0.002058010592654241,23.192990954061344,0.07300336502200275
