R2,RMSE,RRMSE,MAE,MSE,Vehicle,Variable,Direction
0.89231401306746,0.4485826699755403,0.2059208204631619,0.2433013319203892,0.2012264118023844,car,COUNT,F
0.9170759726464024,0.3827421569930144,0.1756278293249225,0.2063004289536286,0.1464915587396653,car,COUNT,T
0.841903674024486,4.386161450391245,0.1565284167963704,3.039400004337911,19.238412268898227,car,MEAN,F
0.8249100224015296,4.262122044081959,0.172516828627693,2.8720466294852733,18.165684318649376,car,MEAN,T
0.733986542763222,1.355715151879983,0.4898325554638281,0.4752214273460646,1.8379635730369648,truck,COUNT,F
0.777849798772057,1.258160923990891,0.4567941742238198,0.4218351365286885,1.582968910657613,truck,COUNT,T
0.8734080859855087,3.7707264707555854,0.1513875682884,2.7206488539796334,14.218378117256874,truck,MEAN,F
0.8523725715118683,3.827361653211476,0.1734432389706834,2.6206529102519767,14.64869722447368,truck,MEAN,T
