R2,R2_std,RMSE,RMSE_std,MAE,MAE_std,RRMSE,RRMSE_std,wMAPE,wMAPE_std
0.9612421236076198,0.006374906131364851,0.006938873470003726,0.0006255152406704573,0.004151303597641556,0.00014037526935054302,0.12451997685907332,0.010425237740490199,7.452844352021029,0.22082206542266333
