R2,R2_std,RMSE,RMSE_std,MAE,MAE_std,RRMSE,RRMSE_std
0.6730534100386014,0.05475694379003174,0.0013299997304166325,0.00019194349323692868,0.00015835503213324328,1.5703219480651178e-05,2.242691686886954,0.2402415401574332
