fc,co2_total,co2_total_ff,co2_congestion_total,year,city
1,3550.1886420299097,3349.580237123944,200.60840490596587,2023,aurangabad
2,18417.911257890508,16268.137966705848,2149.773291184659,2023,aurangabad
3,8213.665875475597,7442.978985692156,770.6868897834418,2023,aurangabad
4,14242.794166898202,13213.619524369164,1029.1746425290387,2023,aurangabad
5,135614.23650907812,132288.0561125566,3326.1803965215145,2023,aurangabad
1,4034.7526252671273,3590.5458717389647,444.2067535281623,2021,bareilly
3,3108.6233756228603,2794.563142862636,314.0602327602243,2021,bareilly
4,4358.316042003509,4027.7985193467944,330.5175226567152,2021,bareilly
5,69661.35807667243,66997.85866410987,2663.4994125625576,2021,bareilly
1,6198.843565418273,5374.4122757600335,824.4312896582394,2022,bareilly
3,4635.686493412048,4063.85704710637,571.8294463056776,2022,bareilly
4,4621.50745398641,4209.294309079597,412.2131449068132,2022,bareilly
5,65922.0368473716,62795.21388233886,3126.8229650327276,2022,bareilly
1,6764.8707990190815,5949.047497079032,815.8233019400499,2023,bareilly
3,5155.061266876029,4547.055470159391,608.0057967166374,2023,bareilly
4,5117.322957686202,4660.883601946477,456.43935573972544,2023,bareilly
5,74687.67651940702,71508.95614904581,3178.72037036121,2023,bareilly
1,56663.62829858917,51594.43039853683,5069.197900052334,2021,bengaluru
2,63978.9580086874,56991.83093507352,6987.12707361388,2021,bengaluru
3,83434.92489599902,75264.91780985436,8170.007086144659,2021,bengaluru
4,100686.80130589688,91511.61647327198,9175.1848326249,2021,bengaluru
5,1342142.7722122143,1308828.9947633625,33313.777448851884,2021,bengaluru
1,143490.60448704055,129884.03481137163,13606.569675668912,2022,bengaluru
2,118800.86078498076,105455.65205493147,13345.208730049284,2022,bengaluru
3,170684.38620694302,151346.8534142478,19337.532792695216,2022,bengaluru
4,155880.89891542232,137809.48658099194,18071.41233443038,2022,bengaluru
5,1114276.493843175,1077878.5418357349,36397.952007440195,2022,bengaluru
1,190768.68603873262,170715.3801823341,20053.30585639851,2023,bengaluru
2,222875.0330546162,194525.91175084686,28349.121303769305,2023,bengaluru
3,291159.7927060692,254237.80742022072,36921.98528584843,2023,bengaluru
4,235116.59038688167,206203.59457048803,28912.995816393643,2023,bengaluru
5,1157335.929386676,1115600.1968190235,41735.73256765267,2023,bengaluru
1,1638.6708342945988,1544.9959766788195,93.67485761577917,2021,bhilainagar
2,549.1389734542914,525.1842903383565,23.954683115934948,2021,bhilainagar
3,2440.357711685245,2310.3451679833206,130.0125437019241,2021,bhilainagar
4,4789.628559086984,4555.9604626880055,233.6680963989781,2021,bhilainagar
5,56882.73456041467,55942.559863095026,940.1746973196414,2021,bhilainagar
1,2262.3591110965594,2112.8041166285893,149.55499446797026,2022,bhilainagar
2,641.8358407416059,598.764466288405,43.07137445320098,2022,bhilainagar
3,3231.370584402766,2979.740548510668,251.63003589209816,2022,bhilainagar
4,5806.040029967675,5452.532883783079,353.5071461845959,2022,bhilainagar
5,54574.6362369252,53575.48436192024,999.1518750049672,2022,bhilainagar
1,3496.2076030354424,3249.71358621668,246.49401681876196,2023,bhilainagar
2,805.5128572987456,762.3296265412985,43.18323075744719,2023,bhilainagar
3,4260.720388083724,3943.2176181490513,317.5027699346733,2023,bhilainagar
4,6961.928967242562,6562.762209977096,399.166757265466,2023,bhilainagar
5,64851.2415962335,63717.32232995992,1133.9192662735795,2023,bhilainagar
1,2427.6058623523663,2285.1680203889996,142.43784196336676,2021,bhopal
2,7393.808714343622,6472.582966039639,921.2257483039836,2021,bhopal
3,5729.048038204225,4941.052616188713,787.995422015513,2021,bhopal
4,16417.420993208692,15270.47034598798,1146.950647220711,2021,bhopal
5,144246.9488225626,140731.6871743292,3515.261648233387,2021,bhopal
1,3538.1793728400694,3333.1470666684295,205.03230617164,2022,bhopal
2,14381.961871052614,12916.098323341397,1465.8635477112168,2022,bhopal
3,13561.633586206603,12208.72205028746,1352.9115359191421,2022,bhopal
4,28616.292695648783,26652.349061316596,1963.9436343321854,2022,bhopal
5,104110.08803297611,100579.42795274666,3530.6600802294583,2022,bhopal
1,3743.0131969520994,3506.1857237464255,236.82747320567356,2023,bhopal
2,14874.518232432589,13263.086815506429,1611.4314169261597,2023,bhopal
3,10028.844334005831,8887.54453859921,1141.299795406622,2023,bhopal
4,23447.7991830616,21611.50118058247,1836.2980024791325,2023,bhopal
5,161738.15662767188,157809.87539566986,3928.2812320020034,2023,bhopal
1,3329.657691193189,3062.2781376984285,267.37955349476056,2021,bhubaneswar
2,2131.4804547865433,1899.365767317165,232.1146874693784,2021,bhubaneswar
3,5002.502197973747,4302.670652881763,699.831545091983,2021,bhubaneswar
4,7800.706252290946,7198.269299307621,602.4369529833256,2021,bhubaneswar
5,68576.43997908084,67059.71622227621,1516.7237568046285,2021,bhubaneswar
1,4580.854242871626,4209.131465596932,371.7227772746944,2022,bhubaneswar
2,2896.4071538886215,2476.5268768549136,419.8802770337079,2022,bhubaneswar
3,7862.478951907776,6542.843611692905,1319.6353402148702,2022,bhubaneswar
4,8924.92299770081,8033.883053843996,891.0399438568152,2022,bhubaneswar
5,61270.20844093652,59639.02343765005,1631.1850032864659,2022,bhubaneswar
1,5745.329634222159,5253.528722428797,491.80091179336256,2023,bhubaneswar
2,3186.75301849129,2758.9497077818282,427.8033107094616,2023,bhubaneswar
3,7391.540900227597,6260.689588770283,1130.851311457314,2023,bhubaneswar
4,10079.963850033995,9075.276195716828,1004.6876543171678,2023,bhubaneswar
5,77126.60793461358,74581.0000841047,2545.60785050889,2023,bhubaneswar
1,14740.793489060054,12882.385144449132,1858.408344610922,2021,chandigarh
2,15442.321666177826,13492.781174191528,1949.5404919862988,2021,chandigarh
3,29686.30221343488,26325.916872278474,3360.3853411564055,2021,chandigarh
4,42159.72048298188,38367.047649824475,3792.6728331574077,2021,chandigarh
5,279582.73969210946,271312.8446541753,8269.895037934173,2021,chandigarh
1,23172.129831088314,20624.40387770948,2547.725953378833,2022,chandigarh
2,23536.233223786654,20712.87709731465,2823.356126472007,2022,chandigarh
3,39744.30781044417,35341.84177762432,4402.466032819851,2022,chandigarh
4,46550.32981396875,42128.147063091266,4422.1827508774795,2022,chandigarh
5,249801.03497784206,242658.38820396888,7142.646773873195,2022,chandigarh
1,27422.322091030073,24842.69534621906,2579.6267448110134,2023,chandigarh
2,26606.79040657439,24026.35569535925,2580.434711215141,2023,chandigarh
3,50280.00144355951,45453.985104481784,4826.016339077723,2023,chandigarh
4,57944.407261562206,52330.41631939272,5613.990942169486,2023,chandigarh
5,296474.53742480156,285273.4671561984,11201.070268603136,2023,chandigarh
1,7279.362668917312,6556.800213861248,722.5624550560627,2021,chennai
2,130541.3029216899,109529.33005314808,21011.972868541816,2021,chennai
3,83679.41366637987,73395.18507256216,10284.228593817716,2021,chennai
4,58921.67629627015,54058.61512603072,4863.061170239422,2021,chennai
5,662520.6339698341,647807.7581845109,14712.875785323176,2021,chennai
1,7309.130405797842,6715.946631978593,593.1837738192489,2022,chennai
2,180202.97416624657,156264.28473489464,23938.68943135191,2022,chennai
3,109476.4262071205,96996.81245410247,12479.613753018028,2022,chennai
4,57533.86563147154,52004.86885123225,5528.996780239296,2022,chennai
5,522387.04954080895,511678.754719331,10708.294821477995,2022,chennai
1,8876.13343632253,8082.105842555943,794.0275937665881,2023,chennai
2,253914.01723444182,222005.41246188118,31908.60477256064,2023,chennai
3,146149.11959552896,129537.04553497829,16612.074060550687,2023,chennai
4,81941.11838764396,74001.29361263852,7939.824775005435,2023,chennai
5,576404.8274897815,563424.2307980066,12980.596691774905,2023,chennai
1,4551.696409909394,3951.2306395511923,600.4657703582017,2021,coimbatore
2,3245.798818436507,2869.853782970854,375.94503546565335,2021,coimbatore
3,5763.815078391129,5257.372948694408,506.44212969672157,2021,coimbatore
4,10437.688252947875,9769.00110639626,668.6871465516153,2021,coimbatore
5,177926.59379544583,174495.51269164332,3431.081103802499,2021,coimbatore
1,6450.035699482433,5546.235836483015,903.7998629994186,2022,coimbatore
2,4627.785425113716,4001.6372362435727,626.1481888701433,2022,coimbatore
3,7516.622451032774,6778.6283628928295,737.9940881399444,2022,coimbatore
4,12796.520556773798,11966.169657647795,830.3508991260015,2022,coimbatore
5,177286.21052963546,174383.66283784618,2902.5476917892884,2022,coimbatore
1,25231.568362754697,21716.356760380033,3515.2116023746653,2023,coimbatore
2,17493.9145910542,14812.929586461056,2680.985004593145,2023,coimbatore
3,17721.29674498477,15624.059873741258,2097.2368712435127,2023,coimbatore
4,18284.245039866124,16813.044437363285,1471.2006025028395,2023,coimbatore
5,176148.96937188876,172533.47782258355,3615.4915493051944,2023,coimbatore
1,4842.666385164121,4482.7209743896465,359.9454107744733,2021,cuttack
2,170.1477399433578,154.58122090017616,15.566519043181643,2021,cuttack
3,5030.299989269408,4629.759897677353,400.5400915920547,2021,cuttack
4,4299.538368037265,4016.520464934257,283.01790310300856,2021,cuttack
5,53686.4444295445,52418.770410148616,1267.6740193958865,2021,cuttack
1,6404.091125013066,5980.916412278857,423.1747127342088,2022,cuttack
2,190.8400391741315,177.3307399927826,13.5092991813489,2022,cuttack
3,5923.458278382683,5276.154895588017,647.3033827946659,2022,cuttack
4,4571.897048053917,4190.75636022644,381.1406878274773,2022,cuttack
5,50728.51580034565,49585.804634866094,1142.7111654795547,2022,cuttack
1,8337.851163892548,7772.7918363312365,565.0593275613127,2023,cuttack
2,253.8722887477512,232.92580771416874,20.94648103358248,2023,cuttack
3,7056.946157305483,6328.112265320981,728.8338919845019,2023,cuttack
4,5658.057950464358,5215.457648380458,442.60030208390094,2023,cuttack
5,63312.450636830916,61560.06138159518,1752.3892552357322,2023,cuttack
1,4026.4898601982945,3533.1895250183757,493.30033517991905,2021,dehradun
2,11.231662403804478,10.129157348936621,1.1025050548678559,2021,dehradun
3,3775.3863764863922,3299.783464687901,475.6029117984911,2021,dehradun
4,3257.104728735148,2982.5613417620443,274.54338697310385,2021,dehradun
5,73089.60473842248,70769.5532624817,2320.0514759407806,2021,dehradun
1,7543.433642247308,6418.065397072904,1125.368245174404,2022,dehradun
2,14.74433523921529,12.975562711317401,1.7687725278978883,2022,dehradun
3,6671.477797705981,5669.733902834713,1001.7438948712685,2022,dehradun
4,3958.900404151301,3543.780042635422,415.120361515879,2022,dehradun
5,69496.15255480474,67154.43878671812,2341.7137680866213,2022,dehradun
1,6979.720412207563,5991.023595937264,988.6968162702992,2023,dehradun
2,10.459975333884074,8.91127685196691,1.548698481917164,2023,dehradun
3,5678.43305706623,4909.344310502949,769.08874656328,2023,dehradun
4,4037.191926076825,3615.65020580289,421.5417202739349,2023,dehradun
5,84316.65444244564,81661.34328296926,2655.3111594763727,2023,dehradun
1,133644.19918899235,121152.16483713365,12492.034351858714,2021,delhi
2,116939.77372349112,104782.57975070986,12157.19397278126,2021,delhi
3,182018.10826778063,165178.2691051709,16839.839162609715,2021,delhi
4,252932.60970899928,231026.28081201934,21906.32889697995,2021,delhi
5,1609272.2007960104,1555956.4462402428,53315.75455576776,2021,delhi
1,170937.7423573543,154256.28845283482,16681.45390451947,2022,delhi
2,192626.72322366986,172650.77624778272,19975.946975887164,2022,delhi
3,334998.43364830664,301598.85855310474,33399.575095201915,2022,delhi
4,425715.42587796337,382736.16569518525,42979.260182778125,2022,delhi
5,1238203.8982099122,1203779.386779904,34424.51143000817,2022,delhi
1,231359.66861581613,206114.03234289063,25245.636272925505,2023,delhi
2,245192.98233781997,218288.1230434771,26904.859294342845,2023,delhi
3,394696.0650859264,352656.6594034582,42039.40568246816,2023,delhi
4,505886.4869912016,449993.10058796185,55893.386403239776,2023,delhi
5,1365591.933826739,1319761.141570952,45830.79225578703,2023,delhi
1,2399.5022598133546,2265.346246937968,134.1560128753864,2021,dewas
2,388.4542546894784,364.93874544841066,23.515509241067726,2021,dewas
3,1038.612563984825,944.8553395460406,93.75722443878456,2021,dewas
4,733.7581416981833,689.1780102282993,44.58013146988392,2021,dewas
5,21443.370161602597,20912.722677797243,530.6474838053514,2021,dewas
1,3373.1275342043473,3180.28909356591,192.83844063843708,2022,dewas
2,424.01995152030406,383.66910595033784,40.35084556996621,2022,dewas
3,1159.9835581757752,1024.995591375582,134.98796680019305,2022,dewas
4,764.6625564347337,696.6238067749193,68.03874965981439,2022,dewas
5,19927.581040507455,19285.970881987578,641.6101585198788,2022,dewas
1,3936.3619993683556,3706.497168548115,229.86483082024085,2023,dewas
2,541.2020045100036,488.7816732734962,52.42033123650735,2023,dewas
3,1617.4529198408486,1425.536182529586,191.91673731126247,2023,dewas
4,920.4519359764186,840.4947554450337,79.95718053138489,2023,dewas
5,23680.868942393,22869.85977719162,811.0091652013795,2023,dewas
1,1673.0132567334854,1459.7785738581651,213.2346828753203,2021,dhanbad
2,880.3648889800542,790.327442000187,90.0374469798671,2021,dhanbad
3,3797.446301973129,3461.716833941444,335.7294680316851,2021,dhanbad
4,4262.756939517007,3921.375537310263,341.38140220674376,2021,dhanbad
5,95989.24948626297,93621.25417928798,2367.9953069749804,2021,dhanbad
1,2341.456296643999,2022.8776724642,318.5786241797991,2022,dhanbad
2,1127.5255482968744,992.7860187416411,134.73952955523322,2022,dhanbad
3,5107.157395911739,4499.94039205944,607.2170038522994,2022,dhanbad
4,4691.400638050606,4126.7365803734965,564.6640576771099,2022,dhanbad
5,91396.86018890627,88442.51060952677,2954.3495793795,2022,dhanbad
1,2507.4290685587666,2221.5265876508206,285.9024809079458,2023,dhanbad
2,1351.7028105668276,1198.979275645992,152.72353492083548,2023,dhanbad
3,5277.930542716663,4791.917103719318,486.0134389973448,2023,dhanbad
4,5389.544467763282,4888.039443061066,501.5050247022156,2023,dhanbad
5,113474.21886081052,110729.65800886643,2744.560851944086,2023,dhanbad
1,395.5124596359326,364.66874095579965,30.843718680132923,2021,durgapur
2,69.39304855256009,65.02869646610473,4.36435208645535,2021,durgapur
3,345.5121677121728,331.22209116612066,14.290076546052166,2021,durgapur
4,969.7714227339025,935.8918873425222,33.87953539138031,2021,durgapur
5,12155.980219013376,11909.955253826194,246.02496518718232,2021,durgapur
1,470.61146418466546,433.9313501075921,36.680114077073384,2022,durgapur
2,74.06317674529593,68.6839461431684,5.379230602127542,2022,durgapur
3,357.6997999258487,342.8933159609068,14.806483964941926,2022,durgapur
4,1029.4196474761259,985.8306566785773,43.58899079754858,2022,durgapur
5,12170.030888605921,11953.866224069163,216.1646645367578,2022,durgapur
1,509.80289844951506,464.9701448637844,44.83275358573062,2023,durgapur
2,90.03808895149255,82.89469068231706,7.143398269175488,2023,durgapur
3,435.5966991348986,416.70091621577194,18.895782919126667,2023,durgapur
4,1223.515751034002,1163.6874051144964,59.82834591950547,2023,durgapur
5,14870.520524877096,14566.66680427343,303.85372060366535,2023,durgapur
1,659.7712300580519,616.5625445646413,43.208685493410705,2021,erode
2,2560.264544834847,2348.790180916482,211.47436391836527,2021,erode
3,1275.5828226526198,1190.2552082906275,85.32761436199223,2021,erode
4,2766.144161728986,2638.9219122198556,127.22224950913036,2021,erode
5,56564.49732236552,55257.02052597305,1307.4767963924724,2021,erode
1,951.9173033009463,893.0978834432051,58.819419857741245,2022,erode
2,2906.9215647635406,2678.5743340017607,228.34723076177985,2022,erode
3,1413.9405185779872,1324.3642044737348,89.57631410425235,2022,erode
4,3111.047401426311,2969.8831971098793,141.1642043164314,2022,erode
5,57270.75132289343,56271.54944768217,999.2018752112635,2022,erode
1,1881.4608283642146,1775.4233094727333,106.03751889148137,2023,erode
2,9826.614862171698,8958.684560238102,867.930301933597,2023,erode
3,2549.02041747878,2393.627888543073,155.39252893570702,2023,erode
4,4179.139210681848,3944.4944337530433,234.64477692880507,2023,erode
5,62673.697115063595,61445.813450202455,1227.8836648611384,2023,erode
2,28546.506020712208,26325.176824835355,2221.329195876853,2021,faridabad
3,32147.395036243677,29070.443081443605,3076.9519548000735,2021,faridabad
4,23177.7986645258,21231.718317685307,1946.080346840492,2021,faridabad
5,261480.06176382312,255509.44510707547,5970.616656747633,2021,faridabad
2,39988.63046265794,37070.38136742205,2918.2490952358894,2022,faridabad
3,40737.09721944495,36178.09474274148,4559.002476703471,2022,faridabad
4,21692.72286545768,19509.334963320576,2183.387902137103,2022,faridabad
5,199777.27369810396,194530.98518040212,5246.2885177018425,2022,faridabad
2,46179.854123486504,42758.574291945406,3421.279831541099,2023,faridabad
3,48780.31348186228,43448.129497717055,5332.183984145225,2023,faridabad
4,26492.507194478185,23857.020866328636,2635.486328149549,2023,faridabad
5,244664.3321278271,238228.00327181007,6436.328856017034,2023,faridabad
3,1693.7542826677518,1537.189659624948,156.56462304280362,2021,firozabad
4,4064.369300992018,3630.6750014874665,433.6942995045515,2021,firozabad
5,40154.53180117027,38702.89579510815,1451.6360060621255,2021,firozabad
3,2262.347268413215,1993.797211404441,268.55005700877365,2022,firozabad
4,4604.625529123702,4015.1476764078484,589.4778527158538,2022,firozabad
5,38832.95847746835,37229.37909954053,1603.5793779278251,2022,firozabad
3,2589.9805166301726,2282.4611395300926,307.5193771000799,2023,firozabad
4,5645.725925187437,4917.554423077528,728.1715021099092,2023,firozabad
5,47698.00508880301,45340.66584293508,2357.3392458679286,2023,firozabad
3,4279.368177304825,3998.820006886432,280.5481704183927,2021,gangtok
4,1507.0771904828748,1435.2532677409836,71.8239227418913,2021,gangtok
5,13429.080692779953,12997.274070360163,431.80662241979064,2021,gangtok
3,5271.199190879275,4912.692836715084,358.506354164191,2022,gangtok
4,1668.4912203343085,1603.591643334882,64.89957699942626,2022,gangtok
5,14073.01217985008,13723.528610504025,349.4835693460545,2022,gangtok
3,6268.385012174476,5778.364384630808,490.02062754366847,2023,gangtok
4,2178.83750510003,2062.7963890745414,116.04111602548846,2023,gangtok
5,18295.287338204726,17699.09123838281,596.1960998219153,2023,gangtok
2,833.6129216634553,721.6881186054864,111.92480305796887,2021,gaya
3,857.18015677963,735.1947999792754,121.98535680035455,2021,gaya
4,1464.9686449286005,1316.2164052641867,148.75223966441388,2021,gaya
5,15297.641628527794,14731.85736726415,565.7842612636433,2021,gaya
2,1065.890475807912,914.4619252392523,151.42855056865983,2022,gaya
3,1188.0642328589738,1010.9139461837169,177.150286675257,2022,gaya
