R2,R2_std,RMSE,RMSE_std,MAE,MAE_std,RRMSE,RRMSE_std
0.9857414899187862,0.0024726968003007223,0.0027962912211384485,0.0002710901775976871,0.0011257408602898596,5.673710259919142e-05,0.12575046267098716,0.010929725912722003
