city,year,gini_bc,gini_co2_car,gini_co2_truck,gini_co2_total,gini_co2_total_congestion
jabalpur,2021,0.49411906960383395,0.4255281835921109,0.4258310278863396,0.42041860215230525,0.4660174594316277
ujjain,2021,0.8782092994544556,0.5133947715629733,0.5146833689429523,0.5096611108631779,0.536100736720886
ujjain,2022,0.8782092994544556,0.5373252770120232,0.5181256601663025,0.5307399017476137,0.606731079314583
ujjain,2023,0.8782092994544556,0.5320210943966163,0.508954893409269,0.5190352005671314,0.5870800776045249
gangtok,2021,0.8145264176103484,0.5692545814787446,0.5494339411157202,0.5578796936086968,0.5778037794916046
gangtok,2022,0.8145264176103484,0.5643814529084673,0.5409232527200838,0.5553774125098165,0.6214072376184493
gangtok,2023,0.8145264176103484,0.577176707281651,0.5449249202598739,0.5624257100446102,0.6059831795177674
bhubaneswar,2021,0.907390617269485,0.48195211883409433,0.4715447123432439,0.47234012903895034,0.6230129220434055
bhubaneswar,2022,0.907390617269485,0.5062684744620302,0.4829609984614494,0.4965370770226681,0.6998564877140141
bhubaneswar,2023,0.907390617269485,0.4957168279281721,0.47165393943894185,0.4837390641817659,0.6238155819243317
