city,year,gini_bc,gini_co2_car,gini_co2_truck,gini_co2_total,gini_co2_total_congestion
jalgaon,2022,0.8324147772968978,0.4517708654681126,0.4286412106823306,0.44238937933266925,0.5665530413922475
jalgaon,2023,0.8324147772968978,0.45710482058703783,0.4250359382645301,0.4407024677622988,0.56615580574495
vadodara,2021,0.9021838975422973,0.5100142795272724,0.49617980137989165,0.5001261054783611,0.5509338187553231
vadodara,2022,0.9021838975422973,0.5560897230063799,0.5087566072451472,0.5394903679752201,0.592780234848573
vadodara,2023,0.9021838975422973,0.5737220336525534,0.48098889374028936,0.5338660246651641,0.5888693661163246
shivamogga,2021,0.8721187900669389,0.48077028734316823,0.4634957594748683,0.46957775768908305,0.47516752199549683
shivamogga,2022,0.8721187900669389,0.48485818334345837,0.4672380233237465,0.4761007944709257,0.5237760249314793
shivamogga,2023,0.8721187900669389,0.48154138990842066,0.46418617812520147,0.4703124956757784,0.5307571862633554
kolhapur,2021,0.8630252059422242,0.4801560912887977,0.47582180898181076,0.4746741784076967,0.49334659788237184
kolhapur,2022,0.8630252059422242,0.4806290404197076,0.47711162724593387,0.47710674711204937,0.5435964546920988
kolhapur,2023,0.8630252059422242,0.48507174921236296,0.45736014396828134,0.4720862986874745,0.5405984274693756
imphal,2021,0.8424176559079701,0.4551162702414682,0.4688877754014662,0.4549778034963438,0.4701262651647691
imphal,2022,0.8424176559079701,0.45892531961532834,0.4608106988404324,0.4580426380941818,0.49252693862502106
imphal,2023,0.8424176559079701,0.4527314296721907,0.45976984808623117,0.4522713160156825,0.4707433401362036
jalandhar,2021,0.9087274787364843,0.4634822352712984,0.47844794081794956,0.46339865590361423,0.5658669307790762
jalandhar,2022,0.9087274787364843,0.47446721493236177,0.48875906102808103,0.47491925700012283,0.5996090040430136
jalandhar,2023,0.9087274787364843,0.48225553284127026,0.46166072587816587,0.47255319140688096,0.6031917089905988
thiruvananthapuram,2021,0.8825084117027134,0.502725073106223,0.4906864510560412,0.49752787799474424,0.48272230654897924
thiruvananthapuram,2022,0.8825084117027134,0.5023206768289883,0.49702352389535,0.4996767800550392,0.5518544465415349
thiruvananthapuram,2023,0.8825084117027134,0.4950828292975417,0.4893001900985169,0.4894331290872341,0.6051627451815392
noida,2021,0.9040087161080578,0.5556187543365626,0.5624411378422686,0.5539882007770143,0.6749156693439601
noida,2022,0.9040087161080578,0.6548223452020526,0.6443902946175422,0.6514679322327382,0.79264974822282
noida,2023,0.9040087161080578,0.7139775229333747,0.5913661504278481,0.6720317618218781,0.810827407579877
korba,2021,0.8790040063655469,0.5790998255913375,0.5569065855804087,0.5673251647781014,0.6196393250177736
korba,2022,0.8790040063655469,0.5726274448895916,0.5617096340828351,0.5675036928837746,0.6650418788390855
korba,2023,0.8790040063655469,0.5677183529969215,0.5503710317816487,0.5576314007918649,0.6747573587112619
allahabad,2021,0.8758529010608084,0.47178975828800973,0.46149305340836017,0.46462978756043455,0.53458564283894
allahabad,2022,0.8758529010608084,0.49018995329804327,0.4750819973659594,0.48522110755759296,0.5731835347602684
allahabad,2023,0.8758529010608084,0.49965813319403546,0.4478408567128077,0.47775587718982104,0.5642486263152844
ghaziabad,2021,0.9006275195285984,0.5325781389457453,0.533548725655898,0.5294359022818663,0.6646233565635657
ghaziabad,2022,0.9006275195285984,0.587563955170375,0.5809153077361972,0.5839730752708894,0.7617629210913577
ghaziabad,2023,0.9006275195285984,0.6261223494233734,0.5330943564826282,0.5924406173442751,0.774576358452598
