city,year,vehicle,BC_TOTAL,BC_TOTAL_ff,CH4_TOTAL,CH4_TOTAL_ff,CO_TOTAL,CO_TOTAL_ff,N2O_TOTAL,N2O_TOTAL_ff,NH3_TOTAL,NH3_TOTAL_ff,NOX_TOTAL,NOX_TOTAL_ff,PB_TOTAL,PB_TOTAL_ff,PM_10_TOTAL,PM_10_TOTAL_ff,PM_2.5_TOTAL,PM_2.5_TOTAL_ff,VOC_TOTAL,VOC_TOTAL_ff,co2,co2_ff,mean_speed,vkt,weighted_speed,consumption,population_2020,urban_area_km2,gdp_billions,co2_congestion,lat,lon,co2_pc
agra,2023,car,0.9291086655271966,0.9193107495059788,1.734709413856984,1.6978217412657233,108.4795848272664,101.59075302459809,0.6648476785022329,0.660099250400433,1.5327563494137633,1.5145696552475618,18.39476930156996,17.767774084201108,37.21997267831136,36.42926657572078,10.871859633016944,10.720538851000583,5.576805942928453,5.508957819045983,29.40096773099064,29.10959813963165,104775.96450110603,98993.77383740446,11.690255527539032,113346288.86725804,13.173136108433637,39524.09710465519,2149488,168.516008253565,6.215020032,5782.190663701578,27.1767,78.0081,0.048744614764588606
agra,2023,truck,29.83294230944716,28.783063411963973,8.200975286177314,8.200975286177314,733.3554328343648,701.7356471948958,10.352610655377402,10.352610655377402,2.971305986038216,2.971305986038216,2916.2603042101587,2783.892355277591,150.1663169817037,147.50013563660036,87.83640333589899,85.86329807908182,63.05250222616465,61.360573662180194,96.08373739445402,91.69879393722704,496162.57282973407,469902.17658482207,13.406693931834043,76211890.31256227,14.364498303778122,51727.11240097128,2149488,168.516008253565,6.215020032,26260.396244912,27.1767,78.0081,0.23082825902249005
aizawl,2021,car,0.1721684758727308,0.1710087797850954,0.3208067186923931,0.316366208070382,19.79204015278551,18.85138786716836,0.1232577014351871,0.1226860891879863,0.2839263705027775,0.281737069770277,3.3919902839685845,3.3145099781739105,6.8855997144450924,6.792570457302302,2.01359042906505,1.995763469228332,1.033169283309748,1.0251690001047735,5.446184480368525,5.40936726352728,19186.82525358833,18401.739595795465,12.32126465914394,18048124.857999142,13.70341803283804,7241.076701006238,369817,122.85996752466096,2.378940928,785.0856577928644,23.7271,92.7176,0.051881944998711065
aizawl,2021,truck,6.171558149644391,6.026605625452507,1.6604933838663858,1.6604933838663858,152.44693329709077,148.06917570118114,2.096145994729822,2.096145994729822,0.6016155102399819,0.6016155102399819,607.0492167936866,588.7243612727299,30.720154155511388,30.37099629623649,18.028101966885234,17.75890439997165,12.97671386631078,12.744362631624211,20.00286429390413,19.39679302214663,104165.19192489708,100161.31322200866,11.9323330716019,19520033.83386147,13.168300292893573,11610.847884164808,369817,122.85996752466096,2.378940928,4003.878702888425,23.7271,92.7176,0.2816668566477395
aizawl,2022,car,0.1924865213351684,0.1916675053496091,0.3596331389966984,0.3564912024724371,22.57602264686326,21.90177174089482,0.1377131968666838,0.1373087457685842,0.3175802673063566,0.3160312013273363,3.817053951671443,3.762075708944348,7.71575275822168,7.650096783636141,2.252790291470784,2.240206925582311,1.155469198973751,1.149821536327125,6.091445266967761,6.065259001622581,21834.00560745568,21267.384709704555,11.433484869073972,19977304.99095514,13.06670076844323,9071.03002622226,369817,122.85996752466096,2.378940928,566.6208977511269,23.7271,92.7176,0.059040026844238314
aizawl,2022,truck,8.88403710102991,8.736674513416613,2.4208459806072176,2.4208459806072176,218.8052622707287,214.3577466932302,3.055987247773298,3.055987247773298,0.8770998451341093,0.8770998451341093,870.5899020678324,851.9726784662236,44.54442644500039,44.18473548431213,26.07769988121461,25.803222902447946,18.73889774019624,18.502372334157588,28.68659242684674,28.07060889704981,148023.9149690937,144062.6336277634,12.922914946123049,20372073.105653323,13.872468079534588,15160.175775686752,369817,122.85996752466096,2.378940928,3961.281341330294,23.7271,92.7176,0.40026260277135367
aizawl,2023,car,0.2686748226042406,0.2670606977006051,0.499443770231179,0.4932887222599358,30.590139529064224,29.32378544767439,0.1925050557314067,0.1917127367613696,0.4429675057357674,0.4399328882831658,5.266752474727966,5.16003038049781,10.718329967189948,10.58865533712448,3.139779081449742,3.114937975938071,1.6116738339116128,1.6005282444016231,8.501805985734704,8.451359740656454,29697.477754443087,28630.66315746845,12.7486351537654,19131580.29172089,14.288392640821655,11079.315904806106,369817,122.85996752466096,2.378940928,1066.8145969746363,23.7271,92.7176,0.08030317090464496
aizawl,2023,truck,9.641807148116492,9.448379803227017,2.634833507339752,2.634833507339752,237.3097064538924,231.47309008992832,3.3261172593955752,3.3261172593955752,0.9546299433151836,0.9546299433151836,944.0434462275956,919.6113285111592,48.42390483354103,47.94995213410711,28.33310586637597,27.9725187824692,20.351728314025152,20.04114634068815,31.10693870325565,30.29846553790642,160162.45573849982,155001.0857789644,13.325127145844196,20486059.95171844,14.173235052974722,16066.12658711426,369817,122.85996752466096,2.378940928,5161.3699595354265,23.7271,92.7176,0.4330857038440629
aligarh,2021,car,0.413315631981301,0.409498674115677,0.773375004424951,0.7588122201440101,48.59127195599564,45.58356281882512,0.2955193462130722,0.2936447271530327,0.6819805381433395,0.6748006624471811,8.219411019098347,7.966700255867615,16.597426660732328,16.290840808176284,4.840113437774491,4.781379873849789,2.4817933448599097,2.4554402945775697,13.07297885496092,12.953443193883787,46872.05467825568,44348.501706293326,12.564047551396888,29967463.189861927,12.875673900319672,17271.458875875556,1104851,46.31772562084092,3.375762176,2523.552971962352,27.8974,78.088,0.04242386953377032
aligarh,2021,truck,13.956089208546771,13.40310329121499,3.7756540681370327,3.7756540681370327,344.3017436719489,327.6160309751135,4.766247327033997,4.766247327033997,1.367962119429139,1.367962119429139,1370.5476229426922,1300.7010517878718,69.68568131207138,68.32995169998046,40.85298801257148,39.82198385538534,29.38463794299458,28.49667113936882,45.16065541833012,42.84935247964183,234170.6290054833,219469.7621898013,13.152514305815624,30850636.60715108,13.741706224363671,24567.031479834168,1104851,46.31772562084092,3.375762176,14700.866815682064,27.8974,78.088,0.21194770064513974
aligarh,2022,car,0.5143826005199933,0.5091446600859001,0.9571205149474524,0.9373043306027002,58.28297336920154,54.43841638346602,0.3683378529638259,0.3657869810870416,0.848010779894763,0.8382408253570391,10.096336508776384,9.756925433298628,20.55225105401334,20.13026477673768,6.014270167137702,5.933482438657893,3.086397677257198,3.0501654101723568,16.262551518923214,16.103776422455777,56538.13315657856,53351.95760854649,13.966803534611724,34305669.750130735,14.329234773094427,19125.803553983627,1104851,46.31772562084092,3.375762176,3186.175548032072,27.8974,78.088,0.051172631564417786
aligarh,2022,truck,15.406470385355098,14.680981599529035,4.114745052507183,4.114745052507183,381.1624117972278,359.2758317927046,5.194303358839105,5.194303358839105,1.4908186135059864,1.4908186135059864,1518.4975251282983,1426.8795561234551,76.43468896128682,74.64947448916516,44.8905497441737,43.53680956897212,32.340483212600546,31.175084929280207,50.03960391300867,47.007523267776016,260247.8198774415,241083.4424382012,12.65622388185342,32543881.423502296,13.151813617179169,27192.995187464603,1104851,46.31772562084092,3.375762176,19164.37743924032,27.8974,78.088,0.23555015099542065
aligarh,2023,car,0.5396342516518359,0.5340772316139445,1.0030701955517178,0.9820692787300074,60.88107622332968,56.84004051094716,0.3865565405738893,0.3838531620033639,0.8895438462679792,0.879189784202899,10.568697967072206,10.209595003674565,21.537784832702155,21.08992383754472,6.307344891536449,6.221610647619551,3.237371634599986,3.198923076770103,17.06328458708327,16.895539004017134,59106.873970584,55751.0829697356,14.173213107210056,33635786.4384633,14.604035521066717,20315.646428440352,1104851,46.31772562084092,3.375762176,3355.791000848396,27.8974,78.088,0.05349759738696349
aligarh,2023,truck,15.28518336015768,14.58759378508768,4.096448862770544,4.096448862770544,377.8692521755072,356.82029693862825,5.171206919426639,5.171206919426639,1.4841896972869864,1.4841896972869864,1505.0556277950077,1416.9444761220918,75.97428374842866,74.26402651458464,44.594042080556726,43.2934327271824,32.11250851433609,30.99234122651139,49.59618164249395,46.68048234703773,257491.8732131676,238926.2717571616,12.719323567956312,29870382.056364547,13.125363140707838,26588.076724934275,1104851,46.31772562084092,3.375762176,18565.60145600603,27.8974,78.088,0.23305574526625544
alwar,2021,car,0.2742732539004663,0.2724662436072473,0.5068681892893834,0.500137554754254,30.188848920342863,29.040362728872136,0.1968579133529426,0.1959915010280533,0.451840439511463,0.4485220411622035,5.305281125018851,5.1928284776591775,10.880264904534965,10.733891257916914,3.1995850371269428,3.171595832132355,1.6438830947481335,1.631340468494491,8.679199958841805,8.627732646948527,29415.0092560634,28434.9061172702,15.66479097055082,30206527.061460853,15.837503237384498,10001.332005871667,493909,53.75832610297224,2.035854208,980.103138793198,27.5529,76.6346,0.05955552390432934
alwar,2021,truck,8.874648947374112,8.67674734728903,2.4323494803336203,2.4323494803336203,218.3158685519098,212.35430064806644,3.070508844252489,3.070508844252489,0.8812676930308176,0.8812676930308175,868.3224860435419,843.3660968233467,44.58593969241939,44.08532559317744,26.09798798633597,25.72639179694027,18.74220810109828,18.423409381756304,28.608739322706622,27.782111633229707,148123.70880885675,143095.6637849468,14.036621709876274,31221214.272372995,14.306576730104826,15473.71843075802,493909,53.75832610297224,2.035854208,5028.045023909945,27.5529,76.6346,0.2999008092763176
alwar,2022,car,0.3069299725899654,0.3045194516736819,0.5669252746702852,0.557987280221044,33.54563304835966,32.08183741669963,0.2203060608180458,0.2191555023513519,0.5055663922465364,0.5011597013363037,5.927913815156113,5.779684758489056,12.172538587440044,11.976973543647526,3.58029930800734,3.5429166342830185,1.839566946640909,1.8228187740824988,9.709441811398444,9.6420550685956,32713.142277805247,31456.69215334687,15.613548523956185,34692022.47023753,15.864764944345708,10763.136099603276,493909,53.75832610297224,2.035854208,1256.450124458377,27.5529,76.6346,0.06623313662598829
