city,population_2020,state,population_state,GDP_2020(billion USD),urban_area_km2,oe,vkt_public_transport,rho_r,rho_i,rho_ratio,road_length_km,year,BC_TOTAL,BC_TOTAL_ff,CH4_TOTAL,CH4_TOTAL_ff,CO_TOTAL,CO_TOTAL_ff,N2O_TOTAL,N2O_TOTAL_ff,NH3_TOTAL,NH3_TOTAL_ff,NOX_TOTAL,NOX_TOTAL_ff,PB_TOTAL,PB_TOTAL_ff,PM_10_TOTAL,PM_10_TOTAL_ff,PM_2.5_TOTAL,PM_2.5_TOTAL_ff,VOC_TOTAL,VOC_TOTAL_ff,aadt,co2,co2_ff,mean_speed,vkt,weighted_speed,co2_congestion,consumption,gini_bc,gini_co2_total_congestion,co2_pc,lat,lon
alwar,493909,RAJASTHAN,80579763,2.035854208,42.0783357176456,3.25456150940502,51018931.31865224,24.37307531228717,271.9214009978485,0.0896327954432686,1025.5784454618797,2023,1.2280876816904287,1.2023740143969426,0.7975351579060899,0.7905989250606772,55.70984310055019,53.979608239661985,0.5326647857970366,0.5317719074815966,0.5756071055286285,0.5721873412398139,97.25993835195072,94.14404786785774,16.32228987528022,16.107539515815407,6.165981738155624,6.091754484315198,3.7298912367220396,3.678313177848194,12.300936606837304,12.151079336622812,230.71651849913218,47366.02170310275,45830.7813618564,28.702750859229127,103996381.89698245,29.578207035746345,1535.2403412463464,13034.748733042608,1.7374187208512966,1.010517469193923,0.09590030087142115,27.5529,76.6346
amravati,768014,MAHARASHTRA,126536129,4.783886336,123.84191232036032,3.4191730872215547,1338333.3333333333,14.805935078566629,127.0006228530616,0.1165815942154625,1833.595313820796,2021,1.7425652578027377,1.7134275272357995,1.1725537798591064,1.1648123935910075,84.0107163304148,81.75496995674771,0.7549437521439757,0.7539472290911486,0.8563324602329625,0.8525157319172352,136.92486947416106,133.37470332640692,24.134499354364344,23.901362470265283,8.961851491572485,8.879467212458973,5.384021268284224,5.326243251289416,18.251422207961248,18.077214901197074,198.7547012854559,72361.7070878185,70388.04198630725,24.731572469125233,154076993.9552674,25.99151532146272,1973.6651015112514,23021.501766595025,1.7570374916092049,0.960427270075416,0.09421925523209018,20.9374,77.7796
amravati,768014,MAHARASHTRA,126536129,4.783886336,123.84191232036032,3.4191730872215547,1338333.3333333333,14.805935078566629,127.0006228530616,0.1165815942154625,1833.595313820796,2022,1.5912425822695857,1.561237252530698,1.3598923962408942,1.3476600460361998,89.64613021871217,86.79851757819746,0.7734699756902099,0.7718953457018491,1.0630718873299303,1.0570409833319552,109.43086440350073,105.863559565789,28.25451137891782,27.918155998298722,9.788122553404035,9.686617301836797,5.633730115279818,5.567710862013052,21.70311957535318,21.498742456830367,249.17206210369298,79825.49805162687,77416.5349210302,29.277222297071496,195125242.82773295,30.45611708065367,2408.9631305966723,24292.207122509622,1.7570374916092049,1.058528233590004,0.10393755589302651,20.9374,77.7796
amravati,768014,MAHARASHTRA,126536129,4.783886336,123.84191232036032,3.4191730872215547,1338333.3333333333,14.805935078566629,127.0006228530616,0.1165815942154625,1833.595313820796,2023,2.371694498453964,2.3330395505881865,1.6535151135667816,1.6403082109900076,112.26088854223994,109.16101857632677,1.0656481325613094,1.063948051669024,1.2230755012307675,1.2165641146028265,181.37571582714156,176.74411887416207,33.90070931610828,33.517633795870935,12.54024301831201,12.418211915169614,7.487762233440645,7.406135990884492,25.747426784953042,25.503307286403924,285.2459846532132,96663.67418340019,93992.81276708492,29.754688603340213,222993710.07010433,31.214446031446776,2670.861416315278,27102.333726127898,1.7570374916092049,1.045761949797425,0.12586186473605973,20.9374,77.7796
amritsar,1230831,PUNJAB,31255959,6.642479616,128.2572774067643,3.507335803461749,32528507.763377808,22.408352689251146,226.84092932776989,0.0987844334602975,2874.034307093897,2021,4.855712389828718,4.723806397438952,3.026409460870725,2.9944939971906788,210.47168825863304,201.00848527087732,2.1077129503081875,2.1036045782159833,2.1273299101632834,2.1115946594318773,389.4159799161118,373.3363298825331,61.35059325376069,60.34284686326298,23.611831474262637,23.247222286568512,14.40737584408081,14.149098698073317,45.5445538286274,44.78059034860536,291.61093227491585,176953.83235974124,169140.26217159952,29.35927755644643,381546627.20167977,30.628035436429048,7813.570188141704,45766.329432331644,1.7943272737313134,1.0670040234983198,0.14376777344715988,31.634,74.8723
amritsar,1230831,PUNJAB,31255959,6.642479616,128.2572774067643,3.507335803461749,32528507.763377808,22.408352689251146,226.84092932776989,0.0987844334602975,2874.034307093897,2022,3.610206714234031,3.493462753725024,2.921762921790936,2.877308548048144,191.44899179486407,180.4786641895928,1.7264436865397401,1.7207212220224692,2.247516426822023,2.225599129177126,255.68256836768535,241.73592544442505,60.426468468472066,59.19036016677684,21.30077484139192,20.91838503341992,12.37999917236013,12.128037705757073,46.10864252340522,45.327429375166304,313.5484665872046,168959.63974348546,159905.99470780222,29.879938680358105,411641927.8096124,31.677286813379084,9053.645035683243,47574.69868831364,1.7943272737313134,1.1310670621125984,0.13727281791203297,31.634,74.8723
amritsar,1230831,PUNJAB,31255959,6.642479616,128.2572774067643,3.507335803461749,32528507.763377808,22.408352689251146,226.84092932776989,0.0987844334602975,2874.034307093897,2023,5.343460468055156,5.169888213058513,3.4984617935368734,3.450846685262708,237.91189582589215,225.32862671160032,2.3538732000200477,2.347743864599388,2.528969404024974,2.505493772437473,419.4654289156601,398.42498161234136,71.35989542592606,69.90432650742433,26.996232422046738,26.49407038662762,16.31101257339213,15.962400999781252,53.75245249094377,52.72317145458629,349.174537403529,202343.33034531292,191768.76804403125,30.080491092672283,459166117.9490578,31.634520988398062,10574.562301281665,52508.2437718771,1.7943272737313134,1.0827876976073725,0.1643957052961072,31.634,74.8723
aurangabad,1525430,MAHARASHTRA,126536129,9.302564864,179.3336957254616,3.3198955251336524,52695393.25740802,13.330974408747595,126.28413142541736,0.1055633376757299,2390.692908342257,2021,3.8045242441777765,3.7302639474036763,2.526956663875831,2.501914340925021,180.64778240124517,173.69170279543636,1.6571059601066294,1.653882344690401,1.8208705006153496,1.8085239079266717,299.92944911575273,290.9678424834349,51.77203234684871,51.0689345666938,19.340313108699533,19.11142610940837,11.653534509392461,11.498867035670308,38.734126126752074,38.24996189915318,323.2306914773412,154174.1013641479,148261.16044477624,25.495906477116097,325760622.3362453,26.95927392949404,5912.940919371664,45725.32459019896,1.8299819168554532,1.08641105787361,0.10106927316504062,19.8762,75.3433
aurangabad,1525430,MAHARASHTRA,126536129,9.302564864,179.3336957254616,3.3198955251336524,52695393.25740802,13.330974408747595,126.28413142541736,0.1055633376757299,2390.692908342257,2022,3.0283304896337753,2.964558897178116,2.587905577289589,2.5550707663837855,174.7732254070427,166.94734044462615,1.4574321952511209,1.4532054786309092,2.0147787802640753,1.9985902646435385,209.85988083210682,202.36269349262454,53.87932314313662,53.03519938687281,18.587184013795124,18.34894391206777,10.696443855959219,10.547300926627619,41.184031102563964,40.694193659645464,361.81275394395357,155468.5576319851,148902.3694937504,26.249897388947197,367051009.4239987,27.798137338120014,6566.1881382347165,48249.20054958614,1.8299819168554532,1.2030069064615438,0.1019178576742198,19.8762,75.3433
aurangabad,1525430,MAHARASHTRA,126536129,9.302564864,179.3336957254616,3.3198955251336524,52695393.25740802,13.330974408747595,126.28413142541736,0.1055633376757299,2390.692908342257,2023,4.00042792248611,3.92027736071926,2.981549870624124,2.943737788622598,205.56804047277421,196.83335233307403,1.8093159568885795,1.8044485326205015,2.251372674129727,2.232730219270376,299.1460227238003,289.6774513179222,61.74535683266153,60.75024704891594,22.193071383539056,21.905111975203127,13.082680281356055,12.899732324399018,47.07313814671386,46.488756671678615,406.785943290046,180038.79645137233,172562.3728264477,24.869247887280864,408937370.88638705,27.10209669790331,7476.423624924617,53830.676180183276,1.8299819168554532,1.3127712547099524,0.1180249480155578,19.8762,75.3433
bareilly,1253030,UTTAR PRADESH,232192037,3.078820864,96.73992778326908,3.3836705266706937,85775000.0,14.285607791417297,131.43487173658016,0.1086896316226359,1381.9886660818154,2021,2.0008114605893352,1.9478493571036395,1.3449198707704737,1.3303924735117048,94.7954341169277,90.3802181665179,0.8728871168077887,0.8710170530020855,0.9780049163308865,0.9708424874646443,156.86422749408558,150.40889328622802,27.63832638524123,27.209688058134873,10.278362509262863,10.127741418291588,6.177015956694051,6.071647764740584,20.77844098355342,20.45488504168852,286.45908918462993,81163.05011956593,77410.76619805826,26.186262859339564,175809424.83189374,27.152623066339935,3752.2839215076747,22352.81074989588,1.7486694283063364,1.0487532330945604,0.06477342930302221,28.367,79.4304
bareilly,1253030,UTTAR PRADESH,232192037,3.078820864,96.73992778326908,3.3836705266706937,85775000.0,14.285607791417297,131.43487173658016,0.1086896316226359,1381.9886660818154,2022,1.4965135483346916,1.4531549650510713,1.3700980772716225,1.346923827762644,90.18819391360546,84.31965598781875,0.7348072915177071,0.7318241470177574,1.0928840673682934,1.0814584891535572,99.31502635057845,94.20332339262652,28.754551672321288,28.175200686165653,9.71776683915437,9.554779520648882,5.522989512348747,5.421179858700289,22.21006747692153,21.864687428616786,324.6631085019417,81378.07436018832,76442.77751428487,26.334866944669226,200615172.53413355,27.26520250628418,4935.296845903449,23310.458971109892,1.7486694283063364,1.09925974780231,0.06494503272881601,28.367,79.4304
bareilly,1253030,UTTAR PRADESH,232192037,3.078820864,96.73992778326908,3.3836705266706937,85775000.0,14.285607791417297,131.43487173658016,0.1086896316226359,1381.9886660818154,2023,2.12948429648418,2.0798448090557473,1.5276349837169305,1.5045755382532418,105.89976826939103,99.90457867137772,0.9516869485659504,0.9487185824110838,1.1362754524073695,1.1249064759219933,162.11081213713203,156.2087575147508,31.54225208977835,30.947875097325607,11.476253547821434,11.301630016818013,6.813297626310856,6.7014332088594895,23.869094896903672,23.498962265623373,333.9617129681757,91724.93154298834,86665.94271823073,26.42582648388148,205426777.75634775,27.353229175372242,5058.98882475762,25806.677976364448,1.7486694283063364,1.1048077500938407,0.07320250236864907,28.367,79.4304
bengaluru,11921933,KARNATAKA,70511891,207.474245632,711.5942630599542,3.3067727290073328,356331249.99999994,24.061524943893023,224.25841281207008,0.1072937449354764,17122.043110548264,2021,43.073166962623986,42.17945168049402,28.09784741954914,27.813478984894964,1938.9039124697915,1863.1841835355174,18.874783982395805,18.838178174234933,20.178346718536257,20.038144819411773,3397.297176430922,3289.404365183597,573.4666919566646,565.2493821947985,216.63354392021873,213.92198322325004,130.9856744902889,129.1412571348321,429.14589594653665,423.51567795176214,533.0619294244955,1646907.0847213864,1584191.790380099,29.87756436898844,3636808777.856549,30.771544834259238,62715.2943412874,434880.2017325251,1.8835070083683332,1.2211489205040256,0.138140944486216,12.9716,77.5946
bengaluru,11921933,KARNATAKA,70511891,207.474245632,711.5942630599542,3.3067727290073328,356331249.99999994,24.061524943893023,224.25841281207008,0.1072937449354764,17122.043110548264,2022,36.846803800436525,35.908331489564034,29.89734467390488,29.3306792263206,1922.3481342905438,1799.7975348009572,17.638026538052642,17.565081568999062,23.14263602443937,22.863253497274712,2598.801584143873,2490.2179548662402,619.2839625178503,604.9615257244851,218.35804010439824,214.5232952855387,126.81824316398158,124.49484179039123,474.96111528688067,467.3093688771326,639.9705785906502,1703133.2442375617,1602374.568697278,29.879563777413452,4262240723.9203386,33.13722766201495,100758.67554028385,471327.1389193516,1.8835070083683332,1.5030522769506147,0.1428571393781161,12.9716,77.5946
bengaluru,11921933,KARNATAKA,70511891,207.474245632,711.5942630599542,3.3067727290073328,356331249.99999994,24.061524943893023,224.25841281207008,0.1072937449354764,17122.043110548264,2023,57.205855212001815,55.360334694634474,36.83056895508364,36.0291305269535,2478.225466136729,2286.5962066605916,25.26662464934022,25.163458130916467,26.33918178813098,25.944049361454194,4509.104056939748,4290.298999687094,748.1233079956129,726.5203343627006,285.33069669114263,278.9278941977121,173.00085661938465,168.87760964580784,559.5942295594882,546.5659019565103,735.468172968533,2097256.0315729757,1941282.8907429131,30.46135881729889,4773122683.397568,33.75004692964765,155973.14083006245,546267.8565837851,1.8835070083683332,1.6156178321338233,0.1759157706701569,12.9716,77.5946
