R2,R2_std,RMSE,RMSE_std,MAE,MAE_std,RRMSE,RRMSE_std,wMAPE,wMAPE_std
0.9795019356194323,0.0007903916144976297,0.0042134846482312594,8.662829944205944e-05,0.002130606358709194,4.244381568612573e-05,0.10077462217380354,0.0017783294833338243,5.095846341314021,0.0884800980309458
